e,r,t
4265,-310.1507744717837,1.2916507720947266
4266,-1225.291435179414,1.5779454708099365
4267,-269.65065656249914,1.4144060611724854
4268,-844.1825027964775,1.3664331436157227
4269,-69.77050406400389,1.3559932708740234
4270,-878.7588849991131,1.5545170307159424
4271,-820.723810129093,1.4881248474121094
4272,-1155.529626144792,1.5396080017089844
4273,-435.5027038713292,1.3869755268096924
4274,-1055.334588149762,1.3889265060424805
4275,-1166.140624753483,1.5241899490356445
4276,-421.95585972549577,1.3782968521118164
4277,-983.1740574188701,1.564906358718872
4278,-621.0845817922157,1.4836938381195068
4279,-867.313350413429,1.4337553977966309
4280,-825.1174310392842,1.4709973335266113
4281,-816.4314535742855,1.4863948822021484
4282,-1308.5842752235264,1.355590581893921
4283,-1339.550983690961,1.5504040718078613
4284,-1029.0379904021652,1.6195571422576904
4285,-1461.9765842033344,1.6161458492279053
4286,-1144.342117633531,1.4199604988098145
4287,-1030.1317220756232,1.507333517074585
4288,-1008.3138322842537,1.3597526550292969
4289,-1331.5885738668346,1.6321403980255127
4290,-303.2684502488993,1.2613656520843506
4291,-766.6845868255992,1.4602563381195068
4292,-503.4778411973928,1.4767603874206543
4293,-1273.1690644293305,1.528541088104248
4294,-1149.855673691391,1.4082579612731934
4295,-1423.265229670133,1.4001095294952393
4296,-1638.2812237077305,1.405634880065918
4297,-461.4418735204301,1.3552923202514648
4298,-1393.4154246989553,1.4816443920135498
4299,-1575.6285808588307,1.5468993186950684
4300,-664.3931950367594,1.6126313209533691
4301,-693.4811527172988,1.461280345916748
4302,-1062.9077465137482,1.5899953842163086
4303,-859.8854192357273,1.3999972343444824
4304,-387.8970813074252,1.4430608749389648
4305,-1473.1439090399238,1.4896767139434814
4306,-865.3324477281834,1.5274739265441895
4307,-1180.5094541871206,1.4203581809997559
4308,-935.4769360181132,1.4712376594543457
4309,-1437.1893164576597,1.516557216644287
4310,-872.1720780904653,1.3198940753936768
4311,-1383.5740864686916,1.4450228214263916
4312,-1351.784661536634,1.3935534954071045
4313,-147.41342670439371,1.5514769554138184
4314,-291.47612983125447,1.4719514846801758
4315,-589.6124243331459,1.3615970611572266
4316,-1079.6765841764418,1.6036362648010254
4317,-1054.3895709221952,1.5890896320343018
4318,-906.717994698174,1.3348760604858398
4319,-1557.8824401025538,1.487135410308838
4320,-235.34341793627974,1.2957167625427246
4321,-1038.3050298163996,1.3550653457641602
4322,-1275.1400269626076,1.4851326942443848
4323,-1258.1661774130155,1.3702642917633057
4324,-541.0259577587783,1.5788686275482178
4325,-414.1601169040093,1.3149561882019043
4326,-319.96495103012154,1.402909278869629
4327,-334.9744584730762,1.4799103736877441
4328,-677.1269739650259,1.4371445178985596
4329,-652.3459380412244,1.3514094352722168
4330,-301.9029918463078,1.565809965133667
4331,-678.1381290479487,1.5447144508361816
4332,-547.9955375331346,1.3158960342407227
4333,-712.8421748056696,1.5166020393371582
4334,-402.39697829582775,1.4814841747283936
4335,-354.775083871495,1.4345531463623047
4336,-455.923083572365,1.3754117488861084
4337,-899.6632668384185,1.4199371337890625
4338,-210.1702424608027,1.4061994552612305
4339,-1017.3773240374655,1.3421361446380615
4340,-209.05211699607258,1.3579962253570557
4341,-602.883786890095,1.4259297847747803
4342,-1292.503432106349,1.4715089797973633
4343,-447.01866148345584,1.4287188053131104
4344,-869.0916865318775,1.4849717617034912
4345,-955.4138492728339,1.4973301887512207
4346,-720.0498194400228,1.588245153427124
4347,-1844.6570169015658,1.5320219993591309
4348,-624.888003125629,1.314314603805542
4349,-657.5276545992373,1.5113117694854736
4350,-871.5011759779,1.4202220439910889
4351,-235.90948248348604,1.3354339599609375
4352,-1015.8490519577676,1.4317851066589355
4353,-1660.7032371131306,1.5691776275634766
4354,-815.9398897529979,1.5238945484161377
4355,-1629.4397739912324,1.5225903987884521
4356,-672.7957603411057,1.3782949447631836
4357,-169.6142264077719,1.360520601272583
4358,-940.8932310181526,1.3935844898223877
4359,-438.816451316973,1.4224226474761963
4360,-1250.5180629741023,1.6405928134918213
4361,-1030.021618465531,1.4594814777374268
4362,-316.84216686421786,1.593209981918335
4363,-659.8004209525182,1.3672356605529785
4364,-553.3723165865825,1.3285658359527588
4365,-814.3702352019313,1.4494974613189697
4366,-454.50266829474265,1.3670768737792969
4367,-860.7387101985911,1.486889123916626
4368,-485.33391654792223,1.2894399166107178
4369,-841.1992396531807,1.375016450881958
4370,-687.3852585458474,1.4716229438781738
4371,-1281.7384827045896,1.521531343460083
4372,-279.5602246833792,1.3111605644226074
4373,-378.72168483152115,1.2473368644714355
4374,-676.1614431640127,1.4789245128631592
4375,-1597.9162629988411,1.4186692237854004
4376,-389.8802050846464,1.5127577781677246
4377,-314.28456525114234,1.478827714920044
4378,-196.83795113966175,1.563377857208252
4379,-2262.997751217353,1.6158769130706787
4380,-884.1214068628616,1.4485447406768799
4381,-971.3682993748192,1.5496912002563477
4382,-845.0020692234253,1.341071367263794
4383,-1352.1228283830806,1.558391809463501
4384,-695.943761372219,1.433481216430664
4385,-510.8058954993965,1.2930474281311035
4386,-565.9742909357459,1.5125572681427002
4387,-813.9117540957528,1.5008141994476318
4388,-1628.1644276768152,1.5462956428527832
4389,-724.963142420549,1.5239827632904053
4390,-612.8918134581749,1.425567626953125
4391,-836.4981882616052,1.4401874542236328
4392,-1603.9025494361194,1.5499696731567383
4393,-1328.6435062848755,1.445509672164917
4394,-1895.4343113349958,1.6260154247283936
4395,-679.635817353985,1.487147569656372
4396,-1362.5279794669414,1.3691043853759766
4397,-488.88983293923326,1.5581514835357666
4398,-782.0230315795276,1.4769606590270996
4399,-977.0311363483222,1.5463910102844238
4400,-916.5302256453223,1.3457701206207275
4401,-748.0689051863186,1.3689978122711182
4402,-650.7474119767982,1.4740443229675293
4403,-706.0960979068095,1.3332536220550537
4404,-641.2938095513592,1.4279491901397705
4405,-503.88624330644694,1.4698381423950195
4406,-897.0667296119894,1.6177685260772705
4407,-1375.4104812363855,1.5730416774749756
4408,-1407.2951030930185,1.5460405349731445
4409,-739.5499467170283,1.5734789371490479
4410,-915.9056009308119,1.4942502975463867
4411,-1286.3637935349107,1.6735289096832275
4412,-717.1721520001245,1.505946397781372
4413,-386.15406357705456,1.3811967372894287
4414,-1151.0343483016213,1.388564109802246
4415,-996.6837063887318,1.470691442489624
4416,-233.33702466162416,1.3195457458496094
4417,-685.6848069363293,1.48531174659729
4418,-894.7294004607393,1.487267255783081
4419,-882.4845408495516,1.4464671611785889
4420,-796.1833875842777,1.5115442276000977
4421,-585.7849424941955,1.5261719226837158
4422,-478.51102274015346,1.4641082286834717
4423,-864.44319602471,1.5736839771270752
4424,-424.8070864909196,1.4133961200714111
4425,-1144.4949530459241,1.5688791275024414
4426,-741.1080220304024,1.485067367553711
4427,-937.0002198366764,1.4163177013397217
4428,-833.5668959912251,1.388648271560669
4429,-1202.231498963487,1.4957048892974854
4430,-385.66818183858567,1.3579065799713135
4431,-332.9765457608615,1.405250072479248
4432,-865.0036735019731,1.4560232162475586
4433,-943.7016864847553,1.4567859172821045
4434,-1437.7644679168986,1.6739611625671387
4435,-785.4228016503627,1.3833773136138916
4436,-1570.5151466622901,1.451230525970459
4437,-448.9117328019918,1.4661543369293213
4438,-807.5267598443861,1.448713779449463
4439,-825.7039581783723,1.5316057205200195
4440,-1901.4673366799866,1.6429321765899658
4441,-724.121794756103,1.4494099617004395
4442,-816.6782509849107,1.6373581886291504
4443,-491.232666506283,1.2949299812316895
4444,-485.70268246566116,1.393244981765747
4445,-332.0028133179473,1.5169191360473633
4446,-281.5850485248968,1.3045544624328613
4447,-587.4268866605391,1.4188449382781982
4448,-1046.872076605059,1.4216351509094238
4449,-733.7457000600973,1.3449187278747559
4450,-712.352238569818,1.5001814365386963
4451,-159.1346520146584,1.2245702743530273
4452,-715.4681809268322,1.5424652099609375
4453,-1323.3317270673263,1.5796527862548828
4454,-274.0121569018756,1.441145420074463
4455,-726.7016783317544,1.517930507659912
4456,-1250.5255787678432,1.4355418682098389
4457,-339.1514427057576,1.4732365608215332
4458,-1041.7607174374798,1.4735736846923828
4459,-1983.3496885863638,1.7934215068817139
4460,-913.6649198766811,1.4903573989868164
4461,-420.6785452332791,1.279649019241333
4462,-777.3841612084854,1.5087082386016846
4463,-1340.5882103818667,1.4262135028839111
4464,-1138.274693051234,1.6097960472106934
4465,-517.1050182128893,1.338510513305664
4466,-795.4482811502099,1.3188931941986084
4467,-677.536618831099,1.4178767204284668
4468,-214.5186199446534,1.4394748210906982
4469,-1413.513808521395,1.6582694053649902
4470,-958.4663348273629,1.6164155006408691
4471,-711.9635477111034,1.353757381439209
4472,-528.5266777130764,1.2904081344604492
4473,-862.6250601765564,1.5372788906097412
4474,-548.1148511096803,1.4914698600769043
4475,-761.8214407117545,1.5229089260101318
4476,-293.02025200107477,1.3744595050811768
4477,-595.6983796722038,1.3604183197021484
4478,-1732.8542686085668,1.522221565246582
4479,-1660.3423857726814,1.4243454933166504
4480,-631.1879645706256,1.496659755706787
4481,-406.6369908489819,1.284970760345459
4482,-579.9934102813429,1.6156067848205566
4483,-748.8710553638241,1.514324426651001
4484,-766.9813245226261,1.5115280151367188
4485,-383.1842460633871,1.4723963737487793
4486,-1262.0523642937194,1.5455915927886963
4487,-482.6265086501431,1.4416463375091553
4488,-1830.6114878719711,1.6667108535766602
4489,-892.9081174412999,1.5279357433319092
4490,-606.3703064315384,1.3804347515106201
4491,-705.1394818539862,1.4474403858184814
4492,-1973.7073889457179,1.4840247631072998
4493,-843.7577665382004,1.3673791885375977
4494,-794.4346827034047,1.4963035583496094
4495,-982.7459430745394,1.3893022537231445
4496,-520.6367675377184,1.476792335510254
4497,-263.60835710682636,1.4634296894073486
4498,-552.4998552995044,1.4060084819793701
4499,-1154.6231482080686,1.5053355693817139
4500,-641.4773823346823,1.6012697219848633
4501,-632.2138985544082,1.6277976036071777
4502,-286.23273094721026,1.3649632930755615
4503,-951.1634458094059,1.5181360244750977
4504,-717.1461844846642,1.6475324630737305
4505,-961.8479614288575,1.4301798343658447
4506,-1555.0235083216694,1.6031153202056885
4507,-1212.3073188501182,1.5538430213928223
4508,-1942.6030524908585,1.5319900512695312
4509,-888.3775134332171,1.6295487880706787
4510,-248.1187892587499,1.4718351364135742
4511,-585.4878615083584,1.5936577320098877
4512,-581.2361229454415,1.4598698616027832
4513,-553.8637385716133,1.4011414051055908
4514,-615.8597517895262,1.4670898914337158
4515,-570.2088251590537,1.5000076293945312
4516,-1417.430667498301,1.7465178966522217
4517,-471.6541661914006,1.5962860584259033
4518,-873.1008208245021,1.6042015552520752
4519,-426.0641330031863,1.4219913482666016
4520,-904.8477994285604,1.5705831050872803
4521,-475.54579311449316,1.3135161399841309
4522,-816.3427624077957,1.511673927307129
4523,-1709.2938475993626,1.565643310546875
4524,-445.2251390752568,1.602489709854126
4525,-315.5150301494879,1.421830177307129
4526,-1981.4099682334174,1.555415391921997
4527,-415.4108718856209,1.33892822265625
4528,-580.7024184110184,1.4171981811523438
4529,-1341.488476112448,1.603100061416626
4530,-881.3477128065147,1.5469224452972412
4531,-851.3065537787661,1.5872035026550293
4532,-973.7392885747589,1.5990252494812012
4533,-747.2409723993686,1.5083794593811035
4534,-1033.3526383839642,1.4884963035583496
4535,-1020.0467795132174,1.677243709564209
4536,-487.3269671663098,1.5322577953338623
4537,-1220.086628470524,1.389220952987671
4538,-965.9643002371674,1.4936089515686035
4539,-356.1088695106787,1.2862834930419922
4540,-771.8223369212604,1.3731951713562012
4541,-1460.5179052495848,1.5806748867034912
4542,-711.125089294713,1.252495288848877
4543,-555.1816330495166,1.2925493717193604
4544,-1355.5527499482814,1.3439583778381348
4545,-954.5212347027751,1.5922513008117676
4546,-723.9394052942323,1.5454158782958984
4547,-1255.5575681163882,1.5951323509216309
4548,-410.8910465316892,1.3558905124664307
4549,-629.2813821785614,1.5570125579833984
4550,-1860.7573074813104,1.5724380016326904
4551,-794.2512348887698,1.4407014846801758
4552,-837.832054274327,1.389061450958252
4553,-711.5793931235843,1.5044517517089844
4554,-1090.868175556129,1.4830071926116943
4555,-672.7958726752645,1.4579637050628662
4556,-860.6975241018343,1.491499423980713
4557,-1425.1038443575471,1.5064067840576172
4558,-498.04374344650444,1.290278434753418
4559,-1570.5818122811563,1.5107314586639404
4560,-283.0325402148979,1.4993071556091309
4561,-583.67612050048,1.5665152072906494
4562,-712.3084835796645,1.4467334747314453
4563,-720.7612449053581,1.5034582614898682
4564,-590.7880423569435,1.4650042057037354
4565,-821.0536478569077,1.4244866371154785
4566,-553.2875345599869,1.4078502655029297
4567,-250.74120313895264,1.3689944744110107
4568,-353.87391473421013,1.3252520561218262
4569,-995.2454235483218,1.4401094913482666
4570,-445.8947882514902,1.3373618125915527
4571,-578.9193017749144,1.4878125190734863
4572,-755.3123843484223,1.2676362991333008
4573,-425.04252153125594,1.4229145050048828
4574,-740.6673782035506,1.3163344860076904
4575,-877.641469355903,1.41312837600708
4576,-422.1411928168006,1.5051915645599365
4577,-1179.191685640731,1.5181105136871338
4578,-856.056192433434,1.6697096824645996
4579,-721.590320700893,1.491041898727417
4580,-770.0350612380269,1.412578821182251
4581,-426.3102293593516,1.3359458446502686
4582,-861.4663662063795,1.3441579341888428
4583,-1156.7919721837131,1.4618337154388428
4584,-556.5108048067837,1.4707434177398682
4585,-515.0576786836874,1.399444341659546
4586,-558.5970423912811,1.2297918796539307
4587,-559.9444959631663,1.3713324069976807
4588,-780.7472522690609,1.5239062309265137
4589,-964.2365541982705,1.4854762554168701
4590,-928.3804036012186,1.402390718460083
4591,-956.3923567268905,1.496152639389038
4592,-1307.8611156979352,1.5413994789123535
4593,-672.2336113951272,1.6227023601531982
4594,-844.7507450499069,1.5608365535736084
4595,-398.3028719565645,1.365295648574829
4596,-302.71273195479984,1.349104881286621
4597,-991.1595973740378,1.5568127632141113
4598,-1044.9392313830974,1.4743144512176514
4599,-1285.385808159196,1.368422269821167
4600,-1206.1115263352601,1.5025649070739746
4601,-714.8697639939003,1.426222562789917
4602,-851.0974099814844,1.4336628913879395
4603,-546.6457111161333,1.385321855545044
4604,-1297.4213999223064,1.4726805686950684
4605,-1180.5722361761343,1.4360222816467285
4606,-366.911980311302,1.3141796588897705
4607,-308.20127943351315,1.392446756362915
4608,-695.3839948568736,1.3906903266906738
4609,-904.9993653519857,1.5246522426605225
4610,-410.38243984667395,1.411855697631836
4611,-753.6717106516903,1.416325330734253
4612,-474.06132848118443,1.5695602893829346
4613,-992.7500790427692,1.5466785430908203
4614,-632.8859819053297,1.399766206741333
4615,-1456.2690317355937,1.5380032062530518
4616,-575.651314109324,1.220252513885498
4617,-989.1330468335078,1.4401609897613525
4618,-548.8513058432625,1.449230670928955
4619,-722.2111653389131,1.3963170051574707
4620,-627.3897415172095,1.4268577098846436
4621,-533.8917584851412,1.2527039051055908
4622,-688.8326331110492,1.3341951370239258
4623,-700.5604048881446,1.539947509765625
4624,-822.4605059141642,1.503164529800415
4625,-646.9379388186071,1.5129034519195557
4626,-429.0391685912324,1.4064147472381592
4627,-1107.7540187127486,1.46405029296875
4628,-938.0099239893221,1.3127598762512207
4629,-216.94299883538412,1.1233367919921875
4630,-435.07850576356043,1.2865715026855469
4631,-817.6441088129917,1.3695764541625977
4632,-879.7033335617591,1.2806901931762695
4633,-1342.7609092977982,1.6461305618286133
4634,-904.6462542864997,1.3851327896118164
4635,-723.5049301831599,1.4120702743530273
4636,-463.6376522838316,1.3441886901855469
4637,-1092.1091460823197,1.4292032718658447
4638,-546.9006284146355,1.2905547618865967
4639,-999.8405190061385,1.5544977188110352
4640,-446.7141349726929,1.4833247661590576
4641,-566.346816198705,1.446096658706665
4642,-530.212491547331,1.415818691253662
4643,-973.9253942691158,1.4582972526550293
4644,-417.88816640119717,1.4024927616119385
4645,-708.3286854807216,1.536316156387329
4646,-675.3743904209088,1.3311455249786377
4647,-685.0089229319109,1.4077751636505127
4648,-636.4254962356531,1.4543533325195312
4649,-382.31041687824415,1.2837719917297363
4650,-1220.6252546365886,1.5249900817871094
4651,-1019.6229613064806,1.380195140838623
4652,-489.3274425066212,1.3281757831573486
4653,-640.8072202252657,1.3746609687805176
4654,-943.8637843725597,1.4351234436035156
4655,-637.8341916163913,1.4502406120300293
4656,-534.2624347170085,1.586538314819336
4657,-552.1151937611897,1.6610758304595947
4658,-672.0105580248226,1.529780387878418
4659,-910.0710597064323,1.6307766437530518
4660,-1068.5886497779807,1.6863305568695068
4661,-351.57072367015155,1.2635183334350586
4662,-466.4766902399156,1.3491005897521973
4663,-725.6578309143861,1.4030826091766357
4664,-916.3605070929503,1.3992362022399902
4665,-992.0285516580275,1.379779577255249
4666,-1501.8871912948614,1.4534339904785156
4667,-551.3297548835224,1.3246192932128906
4668,-539.9161136710796,1.264432668685913
4669,-385.7552539771026,1.2965567111968994
4670,-1423.4435118885,1.5264027118682861
4671,-324.4087956002269,1.4806804656982422
4672,-253.04304744486438,1.4634535312652588
4673,-373.11997810267803,1.5149662494659424
4674,-262.1020129151291,1.3881516456604004
4675,-1652.4958422312047,1.5238735675811768
4676,-1036.9224669247353,1.3026607036590576
4677,-1090.9096417528303,1.4932422637939453
4678,-1090.805159127639,1.4626896381378174
4679,-505.2284784888423,1.342695951461792
4680,-807.7722584042632,1.5826900005340576
4681,-653.2578648993281,1.3952958583831787
4682,-1352.9392822301782,1.371330976486206
4683,-411.50862931278346,1.5293035507202148
4684,-690.3604957713962,1.4679746627807617
4685,-505.72952040957733,1.314490556716919
4686,-326.3571484132733,1.4837450981140137
4687,-365.2724833672191,1.4859700202941895
4688,-724.307188732543,1.5405864715576172
4689,-726.5379718628766,1.334846019744873
4690,-447.7217372550487,1.464407205581665
4691,-859.0527732164725,1.4199128150939941
4692,-982.2238012704792,1.3607361316680908
4693,-903.1556576748817,1.4023847579956055
4694,-911.1156901695492,1.469038963317871
4695,-590.4746357758379,1.489135503768921
4696,-769.4581255753732,1.379101037979126
4697,-695.4735346760643,1.3504126071929932
4698,-408.603577021491,1.3862993717193604
4699,-693.6631791433667,1.3573052883148193
4700,-732.65218138069,1.4596490859985352
4701,-667.9770908319737,1.1866719722747803
4702,-570.2912393003072,1.511885404586792
4703,-1247.795102726363,1.5739951133728027
4704,-206.83775488716196,1.4458367824554443
4705,-444.53610261588454,1.4548959732055664
4706,-535.2905860962886,1.4825737476348877
4707,-939.8752987078999,1.3481674194335938
4708,-344.3459853763171,1.3180596828460693
4709,-247.37069027488909,1.3031840324401855
4710,-766.7641684778218,1.3627657890319824
4711,-453.44515737657775,1.3762474060058594
4712,-575.8225904982801,1.2905092239379883
4713,-481.75575991873046,1.3493800163269043
4714,-440.5339435697061,1.1028900146484375
4715,-1153.2698026736334,1.3128776550292969
4716,-632.6255745985222,1.3580763339996338
4717,-507.54865315253414,1.5087506771087646
4718,-1497.3728046778674,1.5450496673583984
4719,-882.9548828021234,1.5668277740478516
4720,-338.5840961050292,1.5237889289855957
4721,-876.8184003648227,1.6286365985870361
4722,-218.63900898974424,1.334564447402954
4723,-901.853132502538,1.5099742412567139
4724,-299.33004129120013,1.4776124954223633
4725,-251.64677471473624,1.327439785003662
4726,-655.1467319853573,1.4972689151763916
4727,-513.9296627553696,1.3288333415985107
4728,-884.8783684687326,1.500044822692871
4729,-548.2988325341768,1.378364086151123
4730,-511.2796950410547,1.4212400913238525
4731,-1205.9498552844057,1.4154269695281982
4732,-638.5707022162138,1.335541009902954
4733,-784.5190511123981,1.3722515106201172
4734,-989.163100956419,1.5636303424835205
4735,-1570.677335347435,1.6224703788757324
4736,-848.2556513664506,1.6335999965667725
4737,-495.1437940422869,1.3635680675506592
4738,-472.4748846935853,1.3974597454071045
4739,-833.2392496397337,1.534092903137207
4740,-785.506875545479,1.4476513862609863
4741,-402.8010187913258,1.2793526649475098
4742,-1171.0210207318603,1.4490225315093994
4743,-552.9925663196287,1.428745985031128
4744,-948.4932296862046,1.3954806327819824
4745,-1624.757580415893,1.4474060535430908
4746,-789.2738587679801,1.4184284210205078
4747,-1045.653156613338,1.4338717460632324
4748,-463.3748685132834,1.473113775253296
4749,-789.1646871988702,1.4771759510040283
4750,-968.9867196184729,1.4509193897247314
4751,-614.7728750590738,1.6139538288116455
4752,-325.435997686017,1.3904445171356201
4753,-885.8078830365364,1.4802417755126953
4754,-511.8200924670684,1.3622639179229736
4755,-270.16193409321824,1.382446050643921
4756,-1301.6677007718215,1.5659594535827637
4757,-319.4369233845825,1.343581199645996
4758,-1047.4647536301563,1.4464070796966553
4759,-1134.752971749061,1.4449985027313232
4760,-1791.547188781915,1.6280643939971924
4761,-1308.7779537904096,1.458937168121338
4762,-453.5311681102862,1.4112188816070557
4763,-1015.0423227972453,1.4523653984069824
4764,-342.6626342136728,1.4320785999298096
4765,-598.7244389286394,1.5021309852600098
4766,-583.1861808214319,1.544954776763916
4767,-418.1250642916241,1.4581546783447266
4768,-437.287737486909,1.4799408912658691
4769,-375.7622749628898,1.3683195114135742
4770,-695.6514712625182,1.315800666809082
4771,-769.0361454712468,1.3074493408203125
4772,-313.5339833761737,1.2834877967834473
4773,-1207.946214517649,1.4978466033935547
4774,-473.6068282074669,1.3273563385009766
4775,-1715.9366220037666,1.497227668762207
4776,-460.101499049929,1.2672269344329834
4777,-1373.822333149929,1.4212822914123535
4778,-572.8658489350544,1.399317979812622
4779,-694.6540286480077,1.382422924041748
4780,-1126.4134360846788,1.5152332782745361
4781,-796.7955461306875,1.5400726795196533
4782,-578.9268635122216,1.5014288425445557
4783,-473.0603240146473,1.5522043704986572
4784,-238.9759052884769,1.310776710510254
4785,-760.5046909189214,1.4498543739318848
4786,-1158.760601309547,1.4133820533752441
4787,-256.22604387428055,1.4086663722991943
4788,-1121.5247829309842,1.2416458129882812
4789,-2296.8520074824255,1.5817499160766602
4790,-964.1313764025747,1.4689371585845947
4791,-1583.8529466270236,1.625007152557373
4792,-1322.4389505901427,1.5977683067321777
4793,-1029.9917392174084,1.4258880615234375
4794,-1336.1744307309802,1.4777107238769531
4795,-1122.6616222990142,1.4746088981628418
4796,-1047.56430443675,1.709975004196167
4797,-638.1088795138636,1.555555820465088
4798,-547.3347098857687,1.5298216342926025
4799,-255.3649829892813,1.3144810199737549
4800,-334.55844073754946,1.414984941482544
4801,-754.8493718790097,1.5251729488372803
4802,-631.4066854862043,1.35003662109375
4803,-1076.0147909946566,1.5906505584716797
4804,-794.1704858288164,1.4731459617614746
4805,-335.3855611978878,1.2602062225341797
4806,-570.4387647497017,1.4266853332519531
4807,-655.3795562175266,1.4359660148620605
4808,-528.5555903153262,1.4955823421478271
4809,-1343.3838597264023,1.4632110595703125
4810,-645.4369253273436,1.6106128692626953
4811,-1489.4849079711544,1.4724299907684326
4812,-547.2580978266458,1.509183406829834
4813,-583.8496854876536,1.4530601501464844
4814,-682.417437503306,1.6132235527038574
4815,-478.41381678101817,1.4474966526031494
4816,-1037.7216381521812,1.2970356941223145
4817,-702.3870265052717,1.3628802299499512
4818,-340.98356131431007,1.2237153053283691
4819,-667.7815603843707,1.386298656463623
4820,-480.93172905718956,1.3563177585601807
4821,-214.25286682526533,1.3707168102264404
4822,-841.4001442165022,1.454146385192871
4823,-607.8279010182438,1.39095139503479
4824,-1112.5238601615179,1.3530559539794922
4825,-692.5412999573739,1.5119960308074951
4826,-1072.164085992675,1.3765699863433838
4827,-319.4325042252566,1.5052809715270996
4828,-1736.1500013514694,1.617495059967041
4829,-1002.1731551656762,1.634138584136963
4830,-602.6353472314364,1.3783400058746338
4831,-1517.086433881531,1.4573853015899658
4832,-525.7005505741217,1.3886098861694336
4833,-829.5255559552267,1.5304782390594482
4834,-645.2843223102876,1.3087084293365479
4835,-1424.4689522067426,1.4083070755004883
4836,-1766.0753483447043,1.4989039897918701
4837,-599.4550158673642,1.49098801612854
4838,-1402.267616965979,1.3921661376953125
4839,-889.2462648484316,1.351975917816162
4840,-986.2319714998421,1.5934243202209473
4841,-683.9553983134476,1.3430285453796387
4842,-647.7551846773573,1.462472677230835
4843,-1068.8935170123407,1.5459818840026855
4844,-1125.1768397116705,1.5379912853240967
4845,-618.5318139193341,1.5174431800842285
4846,-753.4756247984225,1.5676345825195312
4847,-557.9620433272942,1.4305882453918457
4848,-1196.4246544893335,1.4681203365325928
4849,-1218.3590728937343,1.3875434398651123
4850,-658.5383536146442,1.347992181777954
4851,-649.2806351339303,1.479970932006836
4852,-504.0256823022347,1.333017110824585
4853,-946.6476584001113,1.4545824527740479
4854,-900.1301486553373,1.339782476425171
4855,-250.5695273895536,1.3599512577056885
4856,-636.6372582883962,1.4418139457702637
4857,-764.9609650926902,1.402707576751709
4858,-526.0897665245825,1.4028635025024414
4859,-301.928909496395,1.4377312660217285
4860,-398.5612725103456,1.3289315700531006
4861,-883.6493250789214,1.6032917499542236
4862,-548.6194210700068,1.4287357330322266
4863,-1835.9276916791566,1.5698812007904053
4864,-638.521477884167,1.4389262199401855
4865,-2119.4142288397934,1.542123794555664
4866,-867.0888577455784,1.5145854949951172
4867,-744.5661391814712,1.2332019805908203
4868,-1015.054611020542,1.450542688369751
4869,-573.201491176324,1.4475748538970947
4870,-1127.889197376293,1.4990017414093018
4871,-923.7456819203644,1.4616353511810303
4872,-823.0901758327923,1.3062632083892822
4873,-411.92029991813786,1.3634088039398193
4874,-1933.6280687713797,1.640449047088623
4875,-716.1565649337373,1.6406984329223633
4876,-649.3461516066251,1.6267306804656982
4877,-341.21738381978025,1.4091768264770508
4878,-293.4183562035233,1.2732315063476562
4879,-385.05833278915117,1.4419782161712646
4880,-321.60860592968174,1.3498773574829102
4881,-653.6483273487107,1.416588544845581
4882,-1319.053180446486,1.6823875904083252
4883,-640.7613524065962,1.427412748336792
4884,-612.2121145523307,1.3795270919799805
4885,-492.7135162495533,1.4415512084960938
4886,-151.6333147536112,1.105417013168335
4887,-658.9505115918471,1.5032048225402832
4888,-938.8114131924722,1.4887704849243164
4889,-576.9152234337851,1.3105523586273193
4890,-439.6110784404058,1.4789061546325684
4891,-790.8430327915482,1.5012552738189697
4892,-211.36579109845565,1.4986639022827148
4893,-957.1416511692612,1.5121183395385742
4894,-1194.1786902900117,1.466679334640503
4895,-1014.2219123885475,1.5473415851593018
4896,-866.8940702416669,1.4553301334381104
4897,-720.2153227019058,1.3441243171691895
4898,-854.3779873195689,1.552316427230835
4899,-299.3799846070117,1.2768042087554932
4900,-1026.4612495335232,1.4767115116119385
4901,-923.0910726078187,1.427384376525879
4902,-372.16513569913235,1.426173210144043
4903,-540.0756191275447,1.2775940895080566
4904,-709.0328207033143,1.3333399295806885
4905,-610.456309418264,1.5483496189117432
4906,-392.46009103818756,1.633354663848877
4907,-551.5991392512433,1.4292559623718262
4908,-851.8246749454139,1.464860439300537
4909,-552.7357144854942,1.3878915309906006
4910,-932.2124017898951,1.5126662254333496
4911,-969.2630677224796,1.4036986827850342
4912,-779.1157964697605,1.36257004737854
4913,-422.48549188836165,1.2474522590637207
4914,-753.5244288888431,1.5012083053588867
4915,-455.17287636069966,1.4874932765960693
4916,-684.6528864078684,1.510077714920044
4917,-999.042122655033,1.4346482753753662
4918,-371.15833886696134,1.3448076248168945
4919,-1062.6702366898608,1.3164925575256348
4920,-613.7346180435501,1.312030553817749
4921,-655.0303467306935,1.4089851379394531
4922,-618.0423489096366,1.4115989208221436
4923,-824.7996027869766,1.4448418617248535
4924,-467.4895980737679,1.384446620941162
4925,-592.8444795648876,1.2979974746704102
4926,-1540.8036368494106,1.5199639797210693
4927,-1177.2941909893761,1.4864158630371094
4928,-708.4977375110253,1.464867353439331
4929,-699.7999168741626,1.4294309616088867
4930,-399.114438060792,1.421250343322754
4931,-533.4874618657725,1.4992644786834717
4932,-1401.754203127198,1.5465562343597412
4933,-956.5578312356492,1.5211610794067383
